Region,Crop Type,Rainfall (mm),Temperature (°C),Soil pH,Nitrogen (ppm),Sowing Date,Harvest Date,Yield (tons/ha),Soil Type
Kolhapur,Rice,1365.1,24.3,5.7,56.9,2023-11-08,2024-02-24,2.13,Clay
Amravati,Wheat,772.8,34.5,7.5,41.1,2023-05-08,2023-08-29,3.36,Clay
Nashik,Bajra,810.8,27.4,6.4,37.1,2023-11-24,2024-04-21,3.41,Sandy
Ratnagiri,Jowar,650.6,29.6,5.9,48.7,2023-09-20,2024-02-13,3.64,Sandy
Pune,Toor,444.1,21.0,6.7,42.8,2023-11-15,2024-04-19,3.65,Loamy
Nashik,Maize,600.8,22.0,7.1,31.9,2023-04-11,2023-09-03,3.32,Sandy
Kolhapur,Jowar,921.7,32.5,5.6,30.7,2023-05-27,2023-10-04,4.11,Loamy
Satara,Rice,795.0,29.3,6.5,38.4,2023-04-18,2023-08-17,4.65,Clay
Kolhapur,Toor,663.2,28.5,6.5,50.8,2023-06-26,2023-11-30,2.27,Clay
Aurangabad,Toor,858.5,24.8,7.1,54.6,2023-05-18,2023-09-01,4.66,Clay
Amravati,Rice,1066.6,34.5,5.7,60.5,2023-04-05,2023-08-06,3.37,Laterite
Latur,Moong,484.1,30.4,6.0,58.7,2023-09-28,2024-02-04,4.58,Sandy
Satara,Wheat,500.7,23.0,7.2,58.8,2023-09-09,2024-01-18,3.77,Loamy
Nashik,Maize,859.0,20.1,6.0,39.8,2023-04-24,2023-07-26,2.4,Loamy
Solapur,Maize,937.5,24.8,7.4,65.7,2023-11-02,2024-02-27,4.9,Loamy
Nagpur,Wheat,499.8,32.7,6.8,62.8,2023-02-17,2023-07-18,4.51,Clay
Solapur,Maize,865.0,29.1,6.5,62.7,2023-03-13,2023-07-10,3.4,Sandy
Pune,Rice,678.1,24.4,6.6,45.8,2023-01-07,2023-05-01,2.42,Clay
Satara,Toor,659.2,33.3,5.7,50.8,2023-12-15,2024-05-03,2.66,Loamy
Latur,Bajra,931.3,31.5,6.3,46.9,2023-09-16,2023-12-28,2.78,Sandy
Kolhapur,Bajra,974.8,20.4,5.5,43.0,2023-07-21,2023-10-31,2.85,Loamy
Nashik,Wheat,687.2,22.6,7.3,32.3,2023-10-19,2024-03-24,3.44,Clay
Latur,Jowar,961.4,23.2,6.2,51.7,2023-04-13,2023-07-12,2.86,Sandy
Amravati,Rice,1079.9,31.4,7.5,64.8,2023-02-05,2023-06-12,4.52,Laterite
Pune,Rice,1152.9,28.7,6.8,44.7,2023-02-20,2023-07-23,2.94,Laterite
Kolhapur,Jowar,540.2,29.0,5.8,51.2,2023-03-17,2023-08-24,2.5,Sandy
Aurangabad,Moong,792.6,31.7,6.4,52.3,2023-03-27,2023-07-09,5.27,Loamy
Ratnagiri,Maize,1041.9,34.3,7.0,44.9,2023-10-22,2024-03-18,2.51,Sandy
Pune,Wheat,503.5,21.5,6.5,47.1,2023-09-01,2024-01-02,3.78,Loamy
Satara,Rice,1345.5,33.8,6.1,49.7,2023-01-05,2023-04-27,2.57,Laterite
Pune,Wheat,578.9,27.7,6.0,35.6,2023-02-14,2023-05-30,2.21,Clay
Satara,Toor,763.0,29.2,5.5,37.1,2023-12-28,2024-04-15,2.18,Loamy
Nashik,Jowar,1068.9,31.5,5.9,33.7,2023-09-07,2023-12-08,3.01,Sandy
Amravati,Toor,799.9,29.2,6.6,50.8,2023-01-20,2023-06-24,3.55,Loamy
Solapur,Rice,1359.3,22.6,6.3,61.3,2023-05-02,2023-09-29,4.93,Laterite
Nashik,Toor,979.3,29.4,7.2,37.4,2023-02-14,2023-06-08,4.98,Loamy
Latur,Bajra,978.6,33.1,6.8,30.0,2023-07-09,2023-11-25,5.23,Sandy
Nashik,Rice,1126.7,23.0,7.1,45.6,2023-05-27,2023-10-25,5.39,Laterite
Ratnagiri,Rice,684.4,24.3,5.7,37.1,2023-01-15,2023-06-06,4.83,Laterite
Satara,Maize,543.0,23.0,6.1,57.8,2023-07-26,2023-12-29,3.73,Loamy
Nagpur,Rice,842.3,28.4,6.9,49.1,2023-06-27,2023-11-08,5.16,Clay
Amravati,Maize,897.3,29.4,6.8,60.3,2023-03-23,2023-08-02,4.39,Sandy
Amravati,Wheat,796.2,29.0,6.9,69.8,2023-04-16,2023-07-24,2.33,Clay
Ratnagiri,Bajra,1068.8,24.8,6.4,66.8,2023-09-02,2024-02-04,4.25,Sandy
Solapur,Bajra,1010.0,29.3,6.7,47.8,2023-04-26,2023-09-30,3.37,Loamy
Solapur,Maize,1024.7,30.4,7.2,42.8,2023-08-11,2023-12-18,3.69,Sandy
Nashik,Moong,1020.6,22.0,6.8,59.7,2023-09-20,2024-01-04,3.31,Sandy
Pune,Rice,1001.4,32.7,6.7,57.3,2023-03-15,2023-06-27,5.01,Laterite
Satara,Moong,668.4,20.6,7.2,39.1,2023-03-19,2023-07-22,5.19,Sandy
Aurangabad,Wheat,400.2,28.0,6.3,45.8,2023-03-25,2023-08-06,5.38,Loamy
Ratnagiri,Bajra,1096.1,26.4,6.8,57.7,2023-02-06,2023-06-04,4.18,Loamy
Nagpur,Bajra,668.3,25.4,6.4,63.6,2023-10-23,2024-02-28,5.09,Loamy
Satara,Bajra,976.4,33.5,5.6,37.8,2023-10-13,2024-03-01,3.96,Loamy
Kolhapur,Rice,831.1,30.1,5.9,63.0,2023-02-04,2023-05-14,2.9,Laterite
Pune,Jowar,682.3,29.5,6.6,53.2,2023-07-22,2023-11-15,2.81,Loamy
Nagpur,Moong,645.7,25.1,6.4,56.1,2023-10-24,2024-03-17,4.43,Sandy
Kolhapur,Wheat,638.6,30.3,6.9,35.6,2023-03-23,2023-07-08,4.81,Loamy
Satara,Toor,978.4,25.3,6.0,42.7,2023-08-22,2023-11-26,2.47,Clay
Amravati,Moong,448.2,33.7,6.0,48.9,2023-03-19,2023-07-05,4.53,Sandy
Ratnagiri,Moong,507.2,30.6,7.2,37.0,2023-07-20,2023-12-07,2.14,Sandy
Amravati,Bajra,450.0,28.4,7.0,61.3,2023-08-28,2024-01-08,5.08,Loamy
Amravati,Maize,1057.9,31.9,6.5,62.1,2023-05-06,2023-09-06,2.35,Loamy
Ratnagiri,Rice,1241.8,31.4,7.2,53.1,2023-03-26,2023-07-21,5.07,Laterite
Nagpur,Moong,572.8,32.1,7.0,39.8,2023-09-22,2024-01-19,4.24,Sandy
Amravati,Wheat,421.6,24.8,7.0,58.6,2023-08-06,2023-12-20,2.99,Loamy
Nashik,Bajra,789.5,20.7,7.2,46.5,2023-06-06,2023-10-16,3.69,Loamy
Satara,Rice,868.4,25.9,7.2,44.8,2023-02-20,2023-06-29,5.31,Clay
Amravati,Bajra,854.1,30.0,6.9,33.4,2023-07-11,2023-11-23,2.29,Loamy
Aurangabad,Maize,915.2,30.4,6.5,67.7,2023-07-18,2023-12-07,2.71,Loamy
Latur,Maize,658.0,34.9,5.7,35.6,2023-05-14,2023-08-18,4.54,Sandy
Aurangabad,Bajra,808.5,24.9,7.2,33.2,2023-03-19,2023-08-08,3.42,Sandy
Aurangabad,Moong,999.0,27.9,5.7,34.2,2023-02-27,2023-05-30,3.36,Sandy
Latur,Bajra,926.1,33.7,6.8,43.9,2023-02-12,2023-05-27,2.77,Sandy
Aurangabad,Moong,461.6,20.5,6.7,50.5,2023-03-04,2023-07-25,3.09,Loamy
Ratnagiri,Wheat,637.9,31.7,7.4,50.0,2023-05-16,2023-08-27,2.27,Clay
Nashik,Wheat,772.7,33.4,6.1,46.7,2023-08-12,2023-12-08,3.42,Loamy
Kolhapur,Moong,859.2,27.3,5.9,42.5,2023-05-17,2023-09-25,3.14,Sandy
Latur,Maize,654.2,30.8,5.8,40.4,2023-03-22,2023-08-18,2.25,Sandy
Amravati,Bajra,652.4,25.3,6.1,36.3,2023-10-05,2024-02-02,2.37,Sandy
Kolhapur,Wheat,686.1,20.1,7.1,44.8,2023-02-28,2023-06-12,2.4,Clay
Solapur,Jowar,964.7,21.7,6.9,67.5,2023-11-05,2024-02-07,4.13,Sandy
Kolhapur,Toor,530.1,21.7,5.8,33.9,2023-07-24,2023-11-30,5.18,Loamy
Amravati,Bajra,942.0,24.9,7.1,52.9,2023-07-22,2023-11-26,2.65,Loamy
Pune,Jowar,402.3,27.8,6.2,35.3,2023-04-07,2023-08-22,4.88,Loamy
Pune,Toor,846.9,29.3,6.2,67.4,2023-02-01,2023-05-30,4.24,Loamy
Pune,Rice,714.3,34.2,5.6,63.9,2023-07-27,2023-11-30,5.26,Clay
Amravati,Jowar,613.1,21.5,6.8,41.8,2023-10-19,2024-02-15,3.82,Loamy
Nashik,Bajra,586.1,27.1,6.3,52.0,2023-05-05,2023-08-25,4.95,Sandy
Amravati,Rice,1216.5,25.3,6.8,49.6,2023-10-21,2024-03-02,2.85,Clay
Solapur,Moong,632.8,33.4,6.5,59.4,2023-01-03,2023-06-02,5.49,Loamy
Nashik,Rice,1233.2,34.8,6.3,30.3,2023-10-06,2024-01-08,2.38,Clay
Kolhapur,Jowar,848.3,28.3,7.3,41.7,2023-08-08,2023-11-22,2.26,Sandy
Amravati,Rice,910.5,27.2,7.5,51.2,2023-04-23,2023-09-04,5.38,Laterite
Pune,Moong,840.2,34.1,7.2,30.7,2023-12-23,2024-05-03,5.24,Sandy
Aurangabad,Toor,1073.8,24.6,7.4,32.9,2023-03-04,2023-08-01,3.31,Clay
Latur,Jowar,497.3,32.5,7.5,40.9,2023-01-11,2023-05-24,2.61,Loamy
Kolhapur,Jowar,419.8,34.9,6.4,56.6,2023-09-16,2024-01-31,4.82,Loamy
Nagpur,Toor,858.8,32.1,7.3,34.5,2023-05-11,2023-08-27,4.08,Loamy
Latur,Toor,680.1,30.9,7.3,54.8,2023-04-14,2023-07-28,3.93,Clay
Satara,Wheat,800.9,32.1,7.4,43.7,2023-09-03,2023-12-10,4.97,Clay
Aurangabad,Maize,1081.8,22.5,6.0,47.6,2023-02-08,2023-06-09,5.04,Loamy
Solapur,Bajra,799.8,30.8,7.3,64.8,2023-10-11,2024-02-09,2.13,Loamy
Amravati,Maize,610.7,33.9,6.6,67.9,2023-09-12,2024-01-24,3.56,Loamy
Pune,Toor,834.1,23.5,6.1,67.8,2023-04-20,2023-08-29,3.99,Clay
Amravati,Jowar,609.4,22.2,6.1,48.7,2023-03-06,2023-07-09,4.45,Loamy
Latur,Wheat,526.3,30.6,7.1,54.9,2023-11-04,2024-03-15,2.52,Clay
Satara,Rice,722.9,26.1,6.2,67.1,2023-04-17,2023-07-29,2.23,Clay
Amravati,Moong,948.3,26.3,6.6,39.7,2023-02-07,2023-06-29,4.91,Sandy
Amravati,Moong,832.9,20.8,7.3,57.1,2023-01-01,2023-05-29,4.92,Sandy
Ratnagiri,Rice,1127.9,28.9,7.2,46.5,2023-10-10,2024-03-04,4.52,Clay
Latur,Moong,583.3,22.9,5.6,59.1,2023-07-27,2023-11-13,5.02,Sandy
Solapur,Moong,778.9,26.6,5.9,53.5,2023-02-06,2023-05-27,3.19,Loamy
Nagpur,Toor,1034.0,34.1,7.1,40.0,2023-02-04,2023-06-15,3.12,Clay
Aurangabad,Moong,1075.4,27.7,5.6,52.9,2023-07-27,2023-10-26,5.02,Sandy
Amravati,Bajra,730.3,27.0,5.5,53.6,2023-06-25,2023-11-15,2.68,Loamy
Solapur,Wheat,823.3,31.9,6.6,54.5,2023-03-10,2023-08-06,2.29,Clay
Kolhapur,Rice,1327.5,22.8,7.0,68.7,2023-08-13,2023-11-30,3.67,Clay
Nagpur,Toor,495.6,22.5,6.5,69.5,2023-07-28,2023-12-20,5.18,Loamy
Latur,Rice,947.1,30.0,6.5,54.8,2023-04-13,2023-09-08,3.57,Laterite
Solapur,Bajra,1076.2,23.2,5.6,62.3,2023-04-24,2023-09-20,3.87,Loamy
Latur,Wheat,640.7,31.8,7.1,54.0,2023-07-05,2023-11-09,2.83,Loamy
Kolhapur,Rice,933.3,25.1,6.6,58.0,2023-04-20,2023-08-14,3.74,Clay
Aurangabad,Bajra,465.5,26.2,6.8,39.4,2023-07-18,2023-11-24,2.43,Loamy
Nagpur,Moong,734.9,29.8,7.0,41.0,2023-06-07,2023-09-10,3.86,Sandy
Pune,Jowar,1051.5,21.5,7.0,50.5,2023-01-28,2023-05-19,3.01,Loamy
Kolhapur,Rice,1227.7,27.4,6.2,32.7,2023-02-27,2023-07-30,4.49,Clay
Ratnagiri,Maize,893.0,24.0,5.8,55.5,2023-04-18,2023-09-20,2.05,Loamy
Latur,Maize,402.9,22.6,7.4,41.2,2023-07-18,2023-11-02,5.26,Sandy
Solapur,Toor,732.7,21.5,7.3,61.0,2023-09-02,2024-01-15,3.42,Loamy
Aurangabad,Moong,781.9,34.2,6.2,66.5,2023-02-14,2023-06-30,2.14,Loamy
Satara,Maize,826.0,22.4,7.5,65.7,2023-02-19,2023-07-06,3.02,Loamy
Solapur,Toor,880.1,24.4,5.8,61.3,2023-04-05,2023-07-13,2.63,Clay
Satara,Wheat,498.0,23.1,7.4,61.9,2023-06-26,2023-11-16,2.26,Loamy
Ratnagiri,Toor,849.9,29.4,5.7,60.3,2023-02-05,2023-05-12,2.48,Clay
Pune,Wheat,610.0,29.6,7.4,41.6,2023-12-11,2024-04-09,5.26,Clay
Latur,Toor,871.9,34.7,5.7,67.8,2023-08-28,2023-12-17,5.45,Loamy
Amravati,Rice,1114.3,20.5,6.8,57.3,2023-03-27,2023-08-25,3.0,Clay
Amravati,Toor,520.3,24.1,5.6,53.6,2023-10-16,2024-01-14,4.96,Clay
Amravati,Maize,714.3,22.2,6.2,57.9,2023-11-25,2024-03-21,5.28,Sandy
Kolhapur,Bajra,526.1,32.1,7.4,38.3,2023-09-27,2024-01-17,3.64,Sandy
Amravati,Rice,1309.4,23.0,5.9,60.0,2023-10-10,2024-01-24,4.86,Laterite
Solapur,Jowar,756.3,29.0,7.4,47.2,2023-09-03,2024-02-08,3.63,Sandy
Nagpur,Moong,991.5,33.3,6.2,62.1,2023-06-28,2023-10-07,2.28,Loamy
Nashik,Jowar,839.6,27.1,6.6,68.3,2023-01-27,2023-05-09,3.85,Sandy
Solapur,Toor,694.1,30.3,6.0,48.2,2023-05-01,2023-08-26,5.15,Loamy
Ratnagiri,Rice,1035.5,29.0,7.4,63.9,2023-04-23,2023-08-25,3.01,Clay
Ratnagiri,Wheat,744.7,32.4,7.0,32.4,2023-10-23,2024-02-15,4.78,Loamy
Satara,Maize,819.7,33.2,6.0,48.9,2023-06-08,2023-10-24,4.64,Sandy
Ratnagiri,Maize,508.7,29.8,6.8,49.3,2023-11-19,2024-03-04,3.28,Sandy
Ratnagiri,Bajra,764.2,26.2,6.9,60.9,2023-05-01,2023-09-01,5.25,Sandy
